2,2,9.247284031493985,2048
2,3,9.539281375413402,1696
2,4,9.212141617863775,1536
2,6,9.84145696929432,1344
2,8,9.788806624194335,1280
2,10,9.701415844214955,1216
2,12,9.939479828876813,1184
2,14,9.726788137718682,1152
2,20,10.629787625319624,1120
2,32,11.830708324504336,1088
3,2,9.46723789471892,1696
3,3,9.46240880703368,1344
3,4,9.886062806875763,1184
3,6,10.227909666836908,992
3,8,10.610650576257868,928
3,10,10.512808089751095,864
3,12,10.586058408258364,832
3,14,10.161275317161621,800
3,20,10.307624833791131,768
3,32,11.2835234604311,736
4,2,9.623834520448963,1536
4,3,9.834403720385545,1184
4,4,10.79401237189767,1024
4,6,9.841982014792888,832
4,8,10.844713375576633,768
4,10,10.275664277526998,704
4,12,10.647345905736632,672
4,14,10.773974577878693,640
4,20,10.892228443165093,608
4,32,11.582443429232528,576
6,2,9.942488887002009,1344
6,3,11.063788566064494,992
6,4,10.904791567039933,832
6,6,10.65527839238006,640
6,8,11.056227889530689,576
6,10,10.544261188661535,512
6,12,10.884615595730303,480
6,14,11.681810759917363,448
6,20,10.821155575736887,416
6,32,11.703131523184746,384
8,2,10.437327874294295,1280
8,3,10.266790659091608,928
8,4,10.431845001490725,768
8,6,10.98988508298158,576
8,8,10.526293991816324,512
8,10,10.311218014576381,448
8,12,10.251886130195267,416
8,14,11.106984151469074,384
8,20,10.874895768973225,352
8,32,12.143771500186945,320
10,2,10.06487835009077,1216
10,3,10.365480182333403,864
10,4,10.773333215502031,704
10,6,11.080595408412764,512
10,8,10.97830050376928,448
10,10,11.585743976797241,384
10,12,11.153808415100876,352
10,14,10.666571757909823,320
10,20,10.695424382301734,288
10,32,12.718838038983325,256
12,2,10.623070985479764,1184
12,3,10.794597919726842,832
12,4,11.132296744248338,672
12,6,11.229572726092726,480
12,8,11.44780287273376,416
12,10,11.333702755808506,352
12,12,11.587963856586624,320
12,14,11.347443563145333,288
12,20,11.52994826215915,256
12,32,12.550462875839555,224
14,2,11.105135600687833,1152
14,3,10.873065910377406,800
14,4,10.97213713475085,640
14,6,11.4154327556006,448
14,8,11.387965305538701,384
14,10,11.305883036236848,320
14,12,11.48643337275166,288
14,14,11.767325142865223,256
14,20,11.79634814373881,224
14,32,13.282536957997753,192
20,2,12.148123275932225,1120
20,3,12.140227510572442,768
20,4,11.9511633443043,608
20,6,12.64290324204159,416
20,8,12.453183531452325,352
20,10,12.975623538108366,288
20,12,12.634956209238426,256
20,14,13.153723285333225,224
20,20,13.243825529319158,192
20,32,14.357580240015919,160
32,2,12.642644214826785,1088
32,3,12.94329055925468,736
32,4,13.80462053272164,576
32,6,13.376004612731252,384
32,8,13.599011888563785,320
32,10,13.392410489710457,256
32,12,14.60135159130114,224
32,14,14.658395349446668,192
32,20,15.079625748186277,160
32,32,15.842671415653644,128